"ID","Latitude","Longitude","State","AUTO_UNIQUE_ID_2021-03-24_desperate4love_2020_NYC_Shoot","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4","ComputedAPN"
"0","40.82338729100008","-73.87017045","NY",1,"1",35157.3814,"","AggieReverseGeocoder","",4.01,"900 FTELEY AVE","New York","NY","10473","4006","2036600003"
"1","40.87669883700005","-73.90852293799998","NY",2,"1",2656.3899,"","AggieReverseGeocoder","",4.01,"130 W 228TH ST","New York","NY","10463","6605","1022150586"
"2","40.90409529500005","-73.84985952299998","NY",3,"1",3887.0477,"","AggieReverseGeocoder","",4.01,"4725 WHITE PLAINS RD","New York","NY","10470","1116","2051070032"
"3","40.59368532700007","-73.75907037999998","NY",4,"1",22544.8106,"","AggieReverseGeocoder","",4.01,"151 BEACH 62ND ST","New York","NY","11692","","4158180161"
"4","40.670366460000025","-73.91284696199995","NY",5,"1",31679.6266,"","AggieReverseGeocoder","",4.01,"70 CHESTER ST","New York","NY","11212","","3034980008"
"5","40.813384453000026","-73.95627096599996","NY",6,"1",12717.3315,"","AggieReverseGeocoder","",4.01,"1343 AMSTERDAM AVE","New York","NY","10027","2526","1019660031"
"6","40.67824325500004","-73.89550970099998","NY",7,"1",6015.8136,"","AggieReverseGeocoder","",4.01,"80 VERMONT ST","New York","NY","11207","2513","3036610029"
"7","40.83883070900004","-73.94360531399997","NY",8,"1",625.0329,"","AggieReverseGeocoder","",4.01,"106 FORT WASHINGTON AVE","New York","NY","10032","4715","1021370126"
"8","40.87144920400005","-73.867158697","NY",9,"1",3943.0698,"","AggieReverseGeocoder","",4.01,"3211 WHITE PLAINS RD","New York","NY","10467","6403","2045950043"
"9","40.86350728100007","-73.90446299999998","NY",10,"1",2468.8333,"","AggieReverseGeocoder","",4.01,"2422 UNIVERSITY AVE","New York","NY","10468","5624","2032130009"
"10","40.689615497000034","-73.92439311199999","NY",11,"1",7093.927,"","AggieReverseGeocoder","",4.01,"848 QUINCY ST","New York","NY","11221","3612","3016330058"
"11","40.86436863500006","-73.86544107799993","NY",12,"1",1796.9374,"","AggieReverseGeocoder","",4.01,"2533 HOLLAND AVE","New York","NY","10467","8715","2044340050"
"12","40.82741405100006","-73.87794577499993","NY",13,"1",3421.9865,"","AggieReverseGeocoder","",4.01,"1148 BOYNTON AVE","New York","NY","10472","3702","2037410022"
"13","40.792411505000075","-73.97242796299997","NY",14,"1",1906.3104,"","AggieReverseGeocoder","",4.01,"680 AMSTERDAM AVE","New York","NY","10025","6901","1012410025"
"14","40.67317201400005","-73.93904085499997","NY",15,"1",21449.184,"","AggieReverseGeocoder","",4.01,"193 ALBANY AVE","New York","NY","11213","2136","3013520080"
"15","40.74376638800004","-73.98797324599997","NY",16,"1",2031.3242,"","AggieReverseGeocoder","",4.01,"1140 BROADWAY","New York","NY","10001","7504","1008280033"
"16","40.90238579800007","-73.84809807399995","NY",17,"1",2730.4021,"","AggieReverseGeocoder","",4.01,"801 E 241ST ST","New York","NY","10470","1303","2051170065"
"17","40.79896399800003","-73.95031371999994","NY",18,"1",1921.9227,"","AggieReverseGeocoder","",4.01,"7 W 111TH ST","New York","NY","10026","4328","1015950015"
"18","40.83883070900004","-73.94360531399997","NY",19,"1",0,"","AggieReverseGeocoder","",4.01,"106 FORT WASHINGTON AVE","New York","NY","10032","4715","1021370126"
"19","40.67547459000008","-73.93849437599994","NY",20,"1",6269.08,"","AggieReverseGeocoder","",4.01,"149 ALBANY AVE","New York","NY","11213","2102","3013460001"
"20","40.65844352300008","-73.90979175299998","NY",21,"1",5859.581,"","AggieReverseGeocoder","",4.01,"513 BRISTOL ST","New York","NY","11212","5322","3036130018"
"21","40.80550434700007","-73.91647725199994","NY",22,"1",2406.3306,"","AggieReverseGeocoder","",4.01,"603 E 137TH ST","New York","NY","10454","3101","2025500063"
"22","40.816366145000075","-73.86762631099998","NY",23,"1",5554.1765,"","AggieReverseGeocoder","",4.01,"1610 RANDALL AVE","New York","NY","10473","4203","2035150001"
"23","40.66972146500007","-73.87684288099996","NY",24,"1",3453.2162,"","AggieReverseGeocoder","",4.01,"353 MONTAUK AVE","New York","NY","11208","3639","3040720012"
"24","40.80330628300004","-73.95060666799998","NY",25,"1",2078.1561,"","AggieReverseGeocoder","",4.01,"131 W 117TH ST","New York","NY","10026","2287","1019020016"
"25","40.67043192700004","-73.91983669099994","NY",26,"1",5740.0582,"","AggieReverseGeocoder","",4.01,"510 HOWARD AVE","New York","NY","11233","4535","3014700039"
"26","40.62851560000007","-73.94138369799998","NY",27,"1",6266.9185,"","AggieReverseGeocoder","",4.01,"1823 BROOKLYN AVE","New York","NY","11210","4239","3076000024"
"27","40.64802513400008","-73.90401117799998","NY",28,"1",5685.0972,"","AggieReverseGeocoder","",4.01,"930 E 98TH ST","New York","NY","11236","2308","3081470053"
"28","40.86413608500004","-73.91918020999998","NY",29,"1",969.4052,"","AggieReverseGeocoder","",4.01,"3859 10TH AVE","New York","NY","10034","1849","1022030003"
"29","40.64971987400003","-73.96312802699998","NY",30,"1",5486.4632,"","AggieReverseGeocoder","",4.01,"1801 CHURCH AVE","New York","NY","11226","3705","3050790033"
"30","40.70758131700006","-73.94067936799998","NY",31,"1",9625.2681,"","AggieReverseGeocoder","",4.01,"209 MONTROSE AVE","New York","NY","11206","2723","3030540033"
"31","40.79037824500005","-73.94976759099995","NY",32,"1",1859.4378,"","AggieReverseGeocoder","",4.01,"1491 MADISON AVE","New York","NY","10029","4506","1016080023"
"32","40.829362650000064","-73.91435510699995","NY",33,"1",2656.3038,"","AggieReverseGeocoder","",4.01,"1041 FINDLAY AVE","New York","NY","10456","5827","2024330028"
"33","40.85358740100002","-73.90059135599995","NY",34,"1",1796.9478,"","AggieReverseGeocoder","",4.01,"2105 RYER AVE","New York","NY","10457","2926","2031560155"
"34","40.71368588400002","-73.73575249799995","NY",35,"1",22658.0148,"","AggieReverseGeocoder","",4.01,"21902 102ND AVE","New York","NY","11429","1612","4107720007"
"35","40.81915052700003","-73.93718378399994","NY",36,"1",1484.419,"","AggieReverseGeocoder","",4.01,"680 MALCOLM X BLVD","New York","NY","10037","1048","1017410001"
"36","40.833217042000065","-73.92755451499994","NY",37,"1",968.7498,"","AggieReverseGeocoder","",4.01,"1022 WOODYCREST AVE","New York","NY","10452","5204","2025080012"
"37","40.67459999000005","-73.93057482199998","NY",38,"1",5871.385,"","AggieReverseGeocoder","",4.01,"135 UTICA AVE","New York","NY","11213","2338","3013550001"
"38","40.723392998000065","-73.97625544299996","NY",39,"1",11860.551,"","AggieReverseGeocoder","",4.01,"101 AVENUE D","New York","NY","10009","5338","1003770042"
"39","40.69980031700004","-73.98373278599996","NY",40,"1",5203.2796,"","AggieReverseGeocoder","",4.01,"111 YORK ST","New York","NY","11201","1508","3000680001"
"40","40.815946755000034","-73.90762016499998","NY",41,"1",4281.3492,"","AggieReverseGeocoder","",4.01,"726 E 152ND ST","New York","NY","10455","2210","2026430013"
"41","40.80518856100008","-73.94921820399995","NY",42,"1",1437.55,"","AggieReverseGeocoder","",4.01,"129 W 120TH ST","New York","NY","10027","6402","1019050016"
"42","40.84460257800004","-73.88166226199995","NY",43,"1",1015.6356,"","AggieReverseGeocoder","",4.01,"921 E 180TH ST","New York","NY","10460","2017","2031280001"
"43","40.88170569400006","-73.86210791199994","NY",44,"1",2234.4435,"","AggieReverseGeocoder","",4.01,"741 E 217TH ST","New York","NY","10467","5801","2046650027"
"44","40.723280139000046","-73.99746883299997","NY",45,"1",2203.2204,"","AggieReverseGeocoder","",4.01,"546 BROADWAY","New York","NY","10012","3912","1004970009"
"45","40.83690971600004","-73.89057331199997","NY",46,"1",1078.1235,"","AggieReverseGeocoder","",4.01,"1700 CROTONA AVE","New York","NY","10457","6605","2029420001"
"46","40.844139945000045","-73.90038861799998","NY",47,"1",1735.4582,"","AggieReverseGeocoder","",4.01,"1745 WASHINGTON AVE","New York","NY","10457","7405","2029070052"
"47","40.644981504000036","-74.07732129999994","NY",48,"1",19346.6344,"","AggieReverseGeocoder","",4.01,"78 RICHMOND TER","New York","NY","10301","1905","5000090028"
"48","40.64946851600007","-73.958482969","NY",49,"1",8174.1791,"","AggieReverseGeocoder","",4.01,"912 FLATBUSH AVE","New York","NY","11226","4018","3051020026"
"49","40.82286114200008","-73.91916530199995","NY",50,"1",3031.321,"","AggieReverseGeocoder","",4.01,"3050 PARK AVE","New York","NY","10451","4018","2024160001"
"50","40.812583588000045","-73.95092852499994","NY",51,"1",3015.6969,"","AggieReverseGeocoder","",4.01,"48 SAINT NICHOLAS AVE","New York","NY","10026","3429","1019570140"
"51","40.827285732000064","-73.90490886099997","NY",52,"1",2625.0373,"","AggieReverseGeocoder","",4.01,"1096 BOSTON RD","New York","NY","10456","5302","2026340001"
"52","40.81039601900005","-73.92531074499993","NY",53,"1",718.7756,"","AggieReverseGeocoder","",4.01,"257 ALEXANDER AVE","New York","NY","10454","1133","2023140030"
"53","40.664606373000034","-73.95239629299994","NY",54,"1",6126.5246,"","AggieReverseGeocoder","",4.01,"261 SULLIVAN PL","New York","NY","11225","2904","3013050063"
"54","40.80333839900004","-73.94872837599996","NY",55,"1",2109.4109,"","AggieReverseGeocoder","",4.01,"161 MALCOLM X BLVD","New York","NY","10026","1320","1019030029"
"55","40.68699927500006","-73.93734432899998","NY",56,"1",10237.5814,"","AggieReverseGeocoder","",4.01,"493 MONROE ST","New York","NY","11221","1703","3016340065"
"56","40.655718343000046","-73.94525938899994","NY",57,"1",10873.1763,"","AggieReverseGeocoder","",4.01,"445 LENOX RD","New York","NY","11203","2017","3048380001"
"57","40.670366460000025","-73.91284696199995","NY",58,"1",0,"","AggieReverseGeocoder","",4.01,"70 CHESTER ST","New York","NY","11212","","3034980008"
"58","40.66428001100008","-73.89193786299995","NY",59,"1",3268.9778,"","AggieReverseGeocoder","",4.01,"613 VERMONT ST","New York","NY","11207","5801","3038250012"
"59","40.816670440000046","-73.88799816499993","NY",60,"1",4031.3741,"","AggieReverseGeocoder","",4.01,"1291 LAFAYETTE AVE","New York","NY","10474","7405","2027620001"
"60","40.667297692000034","-73.90916337699997","NY",61,"1",5593.9361,"","AggieReverseGeocoder","",4.01,"28 BELMONT AVE","New York","NY","11212","6404","3035260021"
"61","40.66420209300003","-73.76442433099999","NY",62,"1",1406.3075,"","AggieReverseGeocoder","",4.01,"14548 181ST ST","New York","NY","11413","3325","4133350025"
"62","40.79482480100006","-73.93861886799993","NY",63,"1",2281.3233,"","AggieReverseGeocoder","",4.01,"2178 2ND AVE","New York","NY","10029","2906","1016840001"
"63","40.86446897800005","-73.92030780199997","NY",64,"1",453.1469,"","AggieReverseGeocoder","",4.01,"118 POST AVE","New York","NY","10034","3426","1022220029"
"64","40.78934789300007","-73.94735241299998","NY",65,"1",2359.4506,"","AggieReverseGeocoder","",4.01,"171 E 102ND ST","New York","NY","10029","5715","1016300029"
"65","40.58734650400004","-73.81304853899995","NY",66,"1",3828.2716,"","AggieReverseGeocoder","",4.01,"8802 ROCKAWAY BEACH BLVD","New York","NY","11693","1608","4161230086"
"66","40.81608766100004","-73.89582435399994","NY",67,"1",2859.47,"","AggieReverseGeocoder","",4.01,"798 SOUTHERN BLVD","New York","NY","10455","2115","2027290072"
"67","40.84727715500002","-73.91044290599996","NY",68,"1",1656.3105,"","AggieReverseGeocoder","",4.01,"65 E 175TH ST","New York","NY","10453","7933","2028500067"
"68","40.662978162000066","-73.93451216499993","NY",69,"1",5140.7793,"","AggieReverseGeocoder","",4.01,"455 SCHENECTADY AVE","New York","NY","11203","1351","3014300001"
"69","40.83855090900005","-73.90939937399997","NY",70,"1",1968.818,"","AggieReverseGeocoder","",4.01,"1453 TELLER AVE","New York","NY","10457","8949","2027840064"
"70","40.680048726000045","-73.77590919399995","NY",71,"1",14394.7447,"","AggieReverseGeocoder","",4.01,"16702 BAISLEY BLVD","New York","NY","11434","2511","4124950045"
"71","40.66304320600005","-73.90565842999997","NY",72,"1",5165.5085,"","AggieReverseGeocoder","",4.01,"263 LIVONIA AVE","New York","NY","11212","5451","3035760001"
"72","40.683337350000045","-73.93661584299997","NY",73,"1",7851.5939,"","AggieReverseGeocoder","",4.01,"403 HALSEY ST","New York","NY","11233","1014","3016590163"
"73","40.67511061700003","-73.96826208299996","NY",74,"1",4156.3911,"","AggieReverseGeocoder","",4.01,"21 BUTLER PL","New York","NY","11238","5140","3011700037"
"74","40.598874647000045","-73.76382298499993","NY",75,"1",1750.05,"","AggieReverseGeocoder","",4.01,"2915 FAR ROCKAWAY BLVD","New York","NY","11691","1941","4157880037"
"75","40.860124446000036","-73.90283020099997","NY",76,"1",1234.4064,"","AggieReverseGeocoder","",4.01,"2359 JEROME AVE","New York","NY","10468","7108","2031980081"
"76","40.63018538100005","-73.973676658","NY",77,"1",2121.9693,"","AggieReverseGeocoder","",4.01,"137 PARKVILLE AVE","New York","NY","11230","1111","3054230073"
"77","40.656622611000046","-73.90498993699998","NY",78,"1",5763.8392,"","AggieReverseGeocoder","",4.01,"187 HEGEMAN AVE","New York","NY","11212","","3036280001"
"78","40.72906475000008","-73.81102013199995","NY",79,"1",11238.1969,"","AggieReverseGeocoder","",4.01,"7143 PARSONS BLVD","New York","NY","11365","4113","4067970029"
"79","40.599037063000026","-73.75616305599993","NY",80,"1",1015.6576,"","AggieReverseGeocoder","",4.01,"2114 ELK DR","New York","NY","11691","2723","4157690003"
"80","40.627004560000046","-73.92481708399998","NY",81,"1",6224.8277,"","AggieReverseGeocoder","",4.01,"1302 E 53RD ST","New York","NY","11234","2312","3078000054"
"81","40.81472921200003","-73.94920008599996","NY",82,"1",2765.7019,"","AggieReverseGeocoder","",4.01,"428 SAINT NICHOLAS AVE","New York","NY","10027","7637","1019580056"
"82","40.69506787500006","-73.98074080599997","NY",83,"1",3468.8424,"","AggieReverseGeocoder","",4.01,"173 MYRTLE AVE","New York","NY","11201","3019","3020500001"
"83","40.81763060200007","-73.93838828999998","NY",84,"1",1875.0487,"","AggieReverseGeocoder","",4.01,"100 W 141ST ST","New York","NY","10030","1808","1020090033"
"84","40.65775788800004","-73.95177405399994","NY",85,"1",8703.415,"","AggieReverseGeocoder","",4.01,"245 HAWTHORNE ST","New York","NY","11225","5931","3050440068"
"85","40.667573424000075","-73.90729576599993","NY",86,"1",8875.2653,"","AggieReverseGeocoder","",4.01,"286 ROCKAWAY AVE","New York","NY","11233","","3035440150"
"86","40.77329984700003","-73.98802567999998","NY",87,"1",781.2306,"","AggieReverseGeocoder","",4.01,"40 AMSTERDAM AVE","New York","NY","10023","7425","1011540101"
"87","40.68927245800006","-73.94364165399995","NY",88,"1",8528.2006,"","AggieReverseGeocoder","",4.01,"633 GREENE AVE","New York","NY","11221","1305","3017950067"
"88","40.575031251000034","-73.98988266699997","NY",89,"1",3519.5217,"","AggieReverseGeocoder","",4.01,"2301 SURF AVE","New York","NY","11224","2112","3070560014"
"89","40.82867545800008","-73.94398971599996","NY",90,"1",2703.8888,"","AggieReverseGeocoder","",4.01,"445 W 151ST ST","New York","NY","10031","1802","1020660009"
"90","40.822843728000066","-73.90364339199994","NY",91,"1",3812.5973,"","AggieReverseGeocoder","",4.01,"695 E 163RD ST","New York","NY","10456","7218","2026390001"
"91","40.88630442600004","-73.84790697499993","NY",92,"1",3343.8493,"","AggieReverseGeocoder","",4.01,"4051 LACONIA AVE","Mount Vernon","NY","10466","4938","2048750001"
"92","40.75890301700008","-73.86119261","NY",93,"1",3265.7306,"","AggieReverseGeocoder","",4.01,"3241 108TH ST","New York","NY","11369","2523","4017030066"
"93","40.637645444000036","-74.16125750199996","NY",94,"1",2203.164,"","AggieReverseGeocoder","",4.01,"RICHMOND TERRACE","New York","","10303","","5012080004"
"94","40.73217303800004","-73.99430050099994","NY",95,"1",1140.6697,"","AggieReverseGeocoder","",4.01,"21 UNIVERSITY PL","New York","NY","10003","4512","1005607501"
"95","40.672957431000036","-73.89319276099997","NY",96,"1",4750.1807,"","AggieReverseGeocoder","",4.01,"247 WYONA ST","New York","NY","11207","3513","3037240004"
"96","40.65576388400007","-73.89900480999995","NY",97,"1",3593.8495,"","AggieReverseGeocoder","",4.01,"290 DEWITT AVE","New York","NY","11236","","3038800040"
"97","40.600853653000044","-73.75465115799993","NY",98,"1",1781.2894,"","AggieReverseGeocoder","",4.01,"2020 NEW HAVEN AVE","New York","NY","11691","3518","4157500001"
"98","40.82183394400005","-73.90072911699998","NY",99,"1",3687.6173,"","AggieReverseGeocoder","",4.01,"919 PROSPECT AVE","New York","NY","10459","3931","2026770070"
"99","40.84169493300004","-73.91110819299999","NY",100,"1",1933.4422,"","AggieReverseGeocoder","",4.01,"1526 GRAND CONCOURSE","New York","NY","10457","8400","2028210011"
"100","40.681842679000056","-73.91697825799997","NY",101,"1",6140.8082,"","AggieReverseGeocoder","",4.01,"121 SARATOGA AVE","New York","NY","11233","2432","3015100001"
"101","40.68808199500006","-73.91759789999998","NY",102,"1",5297.0074,"","AggieReverseGeocoder","",4.01,"29 CORNELIA ST","New York","NY","11221","4862","3033730048"
"102","40.82208252700008","-73.89033032599998","NY",103,"1",2989.8772,"","AggieReverseGeocoder","",4.01,"940 HOE AVE","New York","NY","10459","3622","2027460015"
"103","40.74500029700005","-73.87012832399995","NY",104,"1",2297.6814,"","AggieReverseGeocoder","",4.01,"9440 43RD AVE","New York","NY","11373","2854","4016010014"
"104","40.67476654100005","-73.95004212899995","NY",105,"1",7897.2797,"","AggieReverseGeocoder","",4.01,"698 NOSTRAND AVE","New York","NY","11216","3603","3012260143"
"105","40.68324211200007","-73.79418584899997","NY",106,"1",2019.9895,"","AggieReverseGeocoder","",4.01,"11531 148TH ST","New York","NY","11436","1119","4119930043"
"106","40.815929553000046","-73.94516735699995","NY",107,"1",2046.9319,"","AggieReverseGeocoder","",4.01,"223 W 135TH ST","New York","NY","10030","2816","1019410017"
"107","40.84677496300003","-73.91417004","NY",108,"1",1437.5352,"","AggieReverseGeocoder","",4.01,"1691 DAVIDSON AVE","New York","NY","10453","7825","2028670058"
"108","40.67493633500004","-74.00756854399998","NY",109,"1",3312.5792,"","AggieReverseGeocoder","",4.01,"110 COLUMBIA ST","New York","NY","11201","5937","3005380001"
"109","40.80855767700007","-73.95235475399994","NY",110,"1",2375.0733,"","AggieReverseGeocoder","",4.01,"270 W 123RD ST","New York","NY","10027","8109","1019280061"
"110","40.84376218800003","-73.91174515299997","NY",111,"1",1171.8949,"","AggieReverseGeocoder","",4.01,"1650 GRAND CONCOURSE","New York","NY","10457","7606","2028230001"
"111","40.66967500000004","-73.91686002399997","NY",112,"1",6078.3159,"","AggieReverseGeocoder","",4.01,"1366 E NEW YORK AVE","New York","NY","11212","4535","3034930009"
"112","40.66821599900004","-73.93117624799999","NY",113,"1",5533.1226,"","AggieReverseGeocoder","",4.01,"280 UTICA AVE","New York","NY","11213","4941","3013960040"
"113","40.67288014500008","-73.92369108599996","NY",114,"1",5613.5038,"","AggieReverseGeocoder","",4.01,"1593 PROSPECT PL","New York","NY","11233","4462","3013630074"
"114","40.68593576000006","-73.94007844399994","NY",115,"1",7264.5615,"","AggieReverseGeocoder","",4.01,"308 MARCUS GARVEY BLVD","New York","NY","11221","","3018210025"
"115","40.765147083000045","-73.819437323","NY",116,"1",2046.8643,"","AggieReverseGeocoder","",4.01,"14625 NORTHERN BLVD","New York","NY","11354","4234","4050040026"
"116","40.82407474000007","-73.90871090099995","NY",117,"1",2609.4688,"","AggieReverseGeocoder","",4.01,"3250 3RD AVE","New York","NY","10456","6743","2026210001"
"117","40.676980833000066","-73.93731047899995","NY",118,"1",6704.3126,"","AggieReverseGeocoder","",4.01,"1611 PACIFIC ST","New York","NY","11213","1132","3013340057"
"118","40.66420738500005","-73.88775313199994","NY",119,"1",2750.1961,"","AggieReverseGeocoder","",4.01,"569 NEW LOTS AVE","New York","NY","11207","7213","3040880041"
"119","40.654337620000035","-73.93456389399995","NY",120,"1",5547.0322,"","AggieReverseGeocoder","",4.01,"309 E 46TH ST","New York","NY","11203","3201","3048670043"
"120","40.68927245800006","-73.94364165399995","NY",121,"1",0,"","AggieReverseGeocoder","",4.01,"633 GREENE AVE","New York","NY","11221","1305","3017950067"
"121","40.59712056600006","-73.94124921699995","NY",122,"1",25105.362,"","AggieReverseGeocoder","",4.01,"3595 NOSTRAND AVE","New York","NY","11229","5204","3073870001"
"122","40.68343247200004","-73.97890893699997","NY",123,"1",6837.8401,"","AggieReverseGeocoder","",4.01,"25 4TH AVE","New York","NY","11217","1929","3009280006"
"123","40.67141166300007","-73.88151172399995","NY",124,"1",3425.2596,"","AggieReverseGeocoder","",4.01,"1011 SUTTER AVE","New York","NY","11208","3552","3040350034"
"124","40.810398494000026","-73.92489531099994","NY",125,"1",2451.7902,"","AggieReverseGeocoder","",4.01,"263 ALEXANDER AVE","New York","NY","10454","1133","2023140028"
"125","40.88710575300007","-73.86086344699999","NY",126,"1",1828.1969,"","AggieReverseGeocoder","",4.01,"700 E 224TH ST","Mount Vernon","NY","10466","4206","2048370051"
"126","40.868842130000075","-73.88004271999995","NY",127,"1",609.4105,"","AggieReverseGeocoder","",4.01,"3016 WEBSTER AVE","New York","NY","10467","4901","2033250005"
"127","40.76023534300003","-73.84899259199995","NY",128,"1",3328.1715,"","AggieReverseGeocoder","",4.01,"12301 ROOSEVELT AVE","New York","NY","11368","1629","4017870002"
"128","40.71626346000005","-73.98407867999998","NY",129,"1",4875.1246,"","AggieReverseGeocoder","",4.01,"132 BROOME ST","New York","NY","10002","4002","1003420060"
"129","40.65608178600007","-73.91922321999994","NY",130,"1",5894.1368,"","AggieReverseGeocoder","",4.01,"1050 WILLMOHR ST","New York","NY","11212","1754","3046900042"
"130","40.63720462200007","-74.122566738","NY",131,"1",734.326,"","AggieReverseGeocoder","",4.01,"21 TRINITY PL","New York","NY","10310","1231","5001880091"
"131","40.85128738100008","-73.883074546","NY",132,"1",1062.5356,"","AggieReverseGeocoder","",4.01,"769 GROTE ST","New York","NY","10460","1006","2031130009"
"132","40.826617293000034","-73.90313929099993","NY",133,"1",1859.4527,"","AggieReverseGeocoder","",4.01,"1020 TRINITY AVE","New York","NY","10456","6912","2026400001"
"133","40.66318945500007","-73.91005206599993","NY",134,"1",7252.09,"","AggieReverseGeocoder","",4.01,"355 CHESTER ST","New York","NY","11212","5401","3035750011"
"134","40.62182224900005","-74.00227804999997","NY",135,"1",5627.0267,"","AggieReverseGeocoder","",4.01,"7001 14TH AVE","New York","NY","11228","1703","3061680010"
"135","40.66629650100003","-73.95083788699995","NY",136,"1",6451.1032,"","AggieReverseGeocoder","",4.01,"902 NOSTRAND AVE","New York","NY","11225","2226","3012890025"
"136","40.82774366300004","-73.90438065399997","NY",137,"1",3019.301,"","AggieReverseGeocoder","",4.01,"1119 BOSTON RD","New York","NY","10456","5301","2026130034"
"137","40.64939238800008","-73.91871238299996","NY",138,"1",8297.1028,"","AggieReverseGeocoder","",4.01,"141 E 88TH ST","New York","NY","11236","1252","3047480023"
"138","40.815929553000046","-73.94516735699995","NY",139,"1",0,"","AggieReverseGeocoder","",4.01,"223 W 135TH ST","New York","NY","10030","2816","1019410017"
"139","40.63927418400005","-73.91368026799995","NY",140,"1",9812.7972,"","AggieReverseGeocoder","",4.01,"645 E 83RD ST","New York","NY","11236","3435","3079880024"
"140","40.74840838700004","-73.99994009499993","NY",141,"1",1328.1541,"","AggieReverseGeocoder","",4.01,"281 9TH AVE","New York","NY","10001","5701","1007240023"
"141","40.818823297000044","-73.94123775899999","NY",142,"1",2188.8347,"","AggieReverseGeocoder","",4.01,"202 W 141ST ST","New York","NY","10030","1748","1020260033"
"142","40.815929553000046","-73.94516735699995","NY",143,"1",0,"","AggieReverseGeocoder","",4.01,"223 W 135TH ST","New York","NY","10030","2816","1019410017"
"143","40.64064843800003","-73.96337445699999","NY",144,"1",7988.5334,"","AggieReverseGeocoder","",4.01,"405 E 16TH ST","New York","NY","11226","5668","3051590053"
"144","40.618895663000046","-73.92788437599995","NY",145,"1",5453.2866,"","AggieReverseGeocoder","",4.01,"4901 AVENUE N","New York","NY","11234","3701","3078740011"
"145","40.78673189800003","-73.94113246799998","NY",146,"1",1296.8743,"","AggieReverseGeocoder","",4.01,"333 E 102ND ST","New York","NY","10029","5631","1016747501"
"146","40.84267692000003","-73.906845752","NY",147,"1",1500.0679,"","AggieReverseGeocoder","",4.01,"301 MOUNT EDEN PKWY","New York","NY","10457","7158","2027910101"
"147","40.63122789000005","-74.16528427199995","NY",148,"1",4875.1321,"","AggieReverseGeocoder","",4.01,"110 CONTINENTAL PLACE","New York","","10303","","5012480200"
"148","40.68033280500004","-73.93842499899995","NY",149,"1",8246.2007,"","AggieReverseGeocoder","",4.01,"15 ALBANY AVE","New York","NY","11216","2569","3018590006"
"149","40.90337931000005","-73.85444088699995","NY",150,"1",3142.4398,"","AggieReverseGeocoder","",4.01,"611 E 240TH ST","New York","NY","10470","1405","2050780004"
"150","40.82915525300007","-73.91598865499998","NY",151,"1",2250.117,"","AggieReverseGeocoder","",4.01,"1038 MORRIS AVE","New York","NY","10456","5808","2024370001"
"151","40.59200026000008","-73.79606574699994","NY",152,"1",1343.7877,"","AggieReverseGeocoder","",4.01,"324 BEACH 86TH ST","New York","NY","11693","1418","4159150035"
"152","40.663545173000045","-73.88984845299996","NY",153,"1",2097.4057,"","AggieReverseGeocoder","",4.01,"501 NEW LOTS AVE","New York","NY","11207","6416","3038440001"
"153","40.673164918000055","-73.90776745999993","NY",154,"1",8285.9508,"","AggieReverseGeocoder","",4.01,"253 MOTHER GASTON BLVD","New York","NY","11212","7951","3036750005"
"154","40.68357537500003","-73.73089611399995","NY",155,"1",11685.0984,"","AggieReverseGeocoder","",4.01,"12136 235TH ST","New York","NY","11422","1031","4128610060"
"155","40.68314119400002","-73.88258336199993","NY",156,"1",3187.5518,"","AggieReverseGeocoder","",4.01,"165 RIDGEWOOD AVE","New York","NY","11208","1121","3039110051"
"156","40.67459999000005","-73.93057482199998","NY",157,"1",0,"","AggieReverseGeocoder","",4.01,"135 UTICA AVE","New York","NY","11213","2338","3013550001"
"157","40.70676502500004","-73.79275705599997","NY",158,"1",3797.0027,"","AggieReverseGeocoder","",4.01,"9116 168TH ST","New York","NY","11432","5233","4097960100"
"158","40.639670548000026","-73.95369321599996","NY",159,"1",7003.6611,"","AggieReverseGeocoder","",4.01,"2401 NEWKIRK AVE","New York","NY","11226","7656","3052110026"
"159","40.81139311900005","-73.92231487199997","NY",160,"1",2140.6871,"","AggieReverseGeocoder","",4.01,"340 ALEXANDER AVE","New York","NY","10454","1120","2023040001"
"160","40.67789986700007","-73.98428252099995","NY",161,"1",6281.4493,"","AggieReverseGeocoder","",4.01,"590 UNION ST","New York","NY","11215","1022","3004410018"
"161","40.68927245800006","-73.94364165399995","NY",162,"1",0,"","AggieReverseGeocoder","",4.01,"633 GREENE AVE","New York","NY","11221","1305","3017950067"
"162","40.83956042800003","-73.91594298999998","NY",163,"1",875.0205,"","AggieReverseGeocoder","",4.01,"101 E 170TH ST","New York","NY","10452","7019","2028430069"
"163","40.69563614600002","-73.98136451699997","NY",164,"1",2772.6009,"","AggieReverseGeocoder","",4.01,"173 MYRTLE AVE","New York","NY","11201","3019","3020500001"
"164","40.88733281800006","-73.84725001299995","NY",165,"1",3875.1016,"","AggieReverseGeocoder","",4.01,"4111 LACONIA AVE","Mount Vernon","NY","10466","4901","2048760001"
"165","40.82741405100006","-73.87794577499993","NY",166,"1",0,"","AggieReverseGeocoder","",4.01,"1148 BOYNTON AVE","New York","NY","10472","3702","2037410022"
